"","case_month","res_state","res_county","county_fips_code","cases","hosp_yes","hosp_no","hosp_missing","death_yes","death_no","death_missing","jhu_cases","jhu_deaths","CovidDeathCount","CovidContributingCount","new_hosp_admissions","total_deaths"
"3743",2021-01-01,NA,NA,37143,NA,NA,NA,NA,NA,NA,NA,236,0,0,0,NA,NA
"3744",2021-01-01,NA,NA,37173,NA,NA,NA,NA,NA,NA,NA,376,7,1,2,NA,NA
"3745",2021-01-01,NA,NA,37177,NA,NA,NA,NA,NA,NA,NA,94,3,0,0,NA,NA
"3746",2021-01-01,NA,NA,37185,NA,NA,NA,NA,NA,NA,NA,321,4,1,1,NA,NA
"3747",2021-01-01,NA,NA,37187,NA,NA,NA,NA,NA,NA,NA,336,12,9,11,NA,NA
"3748",2021-01-01,NA,NA,37199,NA,NA,NA,NA,NA,NA,NA,303,14,7,7,NA,NA
"3749",2021-02-01,NA,NA,37005,NA,NA,NA,NA,NA,NA,NA,82,0,0,0,NA,NA
"3750",2021-02-01,NA,NA,37011,NA,NA,NA,NA,NA,NA,NA,137,4,1,1,NA,NA
"3751",2021-02-01,NA,NA,37015,NA,NA,NA,NA,NA,NA,NA,111,6,2,2,NA,NA
"3752",2021-02-01,NA,NA,37029,NA,NA,NA,NA,NA,NA,NA,115,0,0,0,NA,NA
"3753",2021-02-01,NA,NA,37041,NA,NA,NA,NA,NA,NA,NA,148,1,3,5,NA,NA
"3754",2021-02-01,NA,NA,37043,NA,NA,NA,NA,NA,NA,NA,60,13,5,5,NA,NA
"3755",2021-02-01,NA,NA,37073,NA,NA,NA,NA,NA,NA,NA,132,0,0,1,NA,NA
"3756",2021-02-01,NA,NA,37075,NA,NA,NA,NA,NA,NA,NA,29,0,0,0,NA,NA
"3757",2021-02-01,NA,NA,37095,NA,NA,NA,NA,NA,NA,NA,39,2,0,0,NA,NA
"3758",2021-02-01,NA,NA,37103,NA,NA,NA,NA,NA,NA,NA,123,0,0,0,NA,NA
"3759",2021-02-01,NA,NA,37121,NA,NA,NA,NA,NA,NA,NA,98,3,3,3,NA,NA
"3760",2021-02-01,NA,NA,37131,NA,NA,NA,NA,NA,NA,NA,166,1,4,4,NA,NA
"3761",2021-02-01,NA,NA,37137,NA,NA,NA,NA,NA,NA,NA,188,2,2,2,NA,NA
"3762",2021-02-01,NA,NA,37143,NA,NA,NA,NA,NA,NA,NA,129,3,1,2,NA,NA
"3763",2021-02-01,NA,NA,37173,NA,NA,NA,NA,NA,NA,NA,91,1,0,0,NA,NA
"3764",2021-02-01,NA,NA,37177,NA,NA,NA,NA,NA,NA,NA,38,0,0,0,NA,NA
"3765",2021-02-01,NA,NA,37185,NA,NA,NA,NA,NA,NA,NA,174,5,0,0,NA,NA
"3766",2021-02-01,NA,NA,37187,NA,NA,NA,NA,NA,NA,NA,202,8,3,3,NA,NA
"3767",2021-02-01,NA,NA,37199,NA,NA,NA,NA,NA,NA,NA,108,2,0,1,NA,NA
"3768",2021-03-01,NA,NA,37005,NA,NA,NA,NA,NA,NA,NA,35,1,0,0,NA,NA
"3769",2021-03-01,NA,NA,37011,NA,NA,NA,NA,NA,NA,NA,175,0,0,0,NA,NA
"3770",2021-03-01,NA,NA,37015,NA,NA,NA,NA,NA,NA,NA,63,2,0,0,NA,NA
"3771",2021-03-01,NA,NA,37029,NA,NA,NA,NA,NA,NA,NA,38,0,0,0,NA,NA
"3772",2021-03-01,NA,NA,37041,NA,NA,NA,NA,NA,NA,NA,33,0,2,2,NA,NA
"3773",2021-03-01,NA,NA,37043,NA,NA,NA,NA,NA,NA,NA,27,0,0,0,NA,NA
"3774",2021-03-01,NA,NA,37073,NA,NA,NA,NA,NA,NA,NA,28,0,0,0,NA,NA
"3775",2021-03-01,NA,NA,37075,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,NA,NA
"3776",2021-03-01,NA,NA,37095,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,NA,NA
"3777",2021-03-01,NA,NA,37103,NA,NA,NA,NA,NA,NA,NA,71,0,0,0,NA,NA
"3778",2021-03-01,NA,NA,37121,NA,NA,NA,NA,NA,NA,NA,68,0,0,0,NA,NA
"3779",2021-03-01,NA,NA,37131,NA,NA,NA,NA,NA,NA,NA,105,11,2,2,NA,NA
"3780",2021-03-01,NA,NA,37137,NA,NA,NA,NA,NA,NA,NA,97,2,0,0,NA,NA
"3781",2021-03-01,NA,NA,37143,NA,NA,NA,NA,NA,NA,NA,43,1,0,0,NA,NA
"3782",2021-03-01,NA,NA,37173,NA,NA,NA,NA,NA,NA,NA,36,0,0,0,NA,NA
"3783",2021-03-01,NA,NA,37177,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,NA,NA
"3784",2021-03-01,NA,NA,37185,NA,NA,NA,NA,NA,NA,NA,105,1,0,0,NA,NA
"3785",2021-03-01,NA,NA,37187,NA,NA,NA,NA,NA,NA,NA,37,1,0,0,NA,NA
"3786",2021-03-01,NA,NA,37199,NA,NA,NA,NA,NA,NA,NA,67,3,1,1,NA,NA
"3787",2021-04-01,NA,NA,37005,NA,NA,NA,NA,NA,NA,NA,67,0,0,0,NA,NA
"3788",2021-04-01,NA,NA,37011,NA,NA,NA,NA,NA,NA,NA,100,0,0,0,NA,NA
"3789",2021-04-01,NA,NA,37015,NA,NA,NA,NA,NA,NA,NA,52,0,1,1,NA,NA
"3790",2021-04-01,NA,NA,37029,NA,NA,NA,NA,NA,NA,NA,32,0,0,0,NA,NA
"3791",2021-04-01,NA,NA,37041,NA,NA,NA,NA,NA,NA,NA,56,0,0,1,NA,NA
"3792",2021-04-01,NA,NA,37043,NA,NA,NA,NA,NA,NA,NA,43,0,0,0,NA,NA
"3793",2021-04-01,NA,NA,37073,NA,NA,NA,NA,NA,NA,NA,25,1,0,0,NA,NA
"3794",2021-04-01,NA,NA,37075,NA,NA,NA,NA,NA,NA,NA,10,0,0,0,NA,NA
"3795",2021-04-01,NA,NA,37095,NA,NA,NA,NA,NA,NA,NA,35,0,0,0,NA,NA
"3796",2021-04-01,NA,NA,37103,NA,NA,NA,NA,NA,NA,NA,36,3,0,0,NA,NA
"3797",2021-04-01,NA,NA,37121,NA,NA,NA,NA,NA,NA,NA,95,0,0,0,NA,NA
"3798",2021-04-01,NA,NA,37131,NA,NA,NA,NA,NA,NA,NA,73,19,0,1,NA,NA
"3799",2021-04-01,NA,NA,37137,NA,NA,NA,NA,NA,NA,NA,64,2,1,1,NA,NA
"3800",2021-04-01,NA,NA,37143,NA,NA,NA,NA,NA,NA,NA,47,1,0,0,NA,NA
"3801",2021-04-01,NA,NA,37173,NA,NA,NA,NA,NA,NA,NA,12,2,0,0,NA,NA
"3802",2021-04-01,NA,NA,37177,NA,NA,NA,NA,NA,NA,NA,10,0,0,0,NA,NA
"3803",2021-04-01,NA,NA,37185,NA,NA,NA,NA,NA,NA,NA,84,1,0,0,NA,NA
"3804",2021-04-01,NA,NA,37187,NA,NA,NA,NA,NA,NA,NA,35,0,1,1,NA,NA
"3805",2021-04-01,NA,NA,37199,NA,NA,NA,NA,NA,NA,NA,79,1,1,1,NA,NA
"3806",2021-05-01,NA,NA,37005,NA,NA,NA,NA,NA,NA,NA,61,0,0,0,NA,NA
"3807",2021-05-01,NA,NA,37011,NA,NA,NA,NA,NA,NA,NA,56,0,0,0,NA,NA
"3808",2021-05-01,NA,NA,37015,NA,NA,NA,NA,NA,NA,NA,33,1,0,0,NA,NA
"3809",2021-05-01,NA,NA,37029,NA,NA,NA,NA,NA,NA,NA,28,0,0,0,NA,NA
"3810",2021-05-01,NA,NA,37041,NA,NA,NA,NA,NA,NA,NA,29,1,0,0,NA,NA
"3811",2021-05-01,NA,NA,37043,NA,NA,NA,NA,NA,NA,NA,69,0,0,0,NA,NA
"3812",2021-05-01,NA,NA,37073,NA,NA,NA,NA,NA,NA,NA,16,0,0,0,NA,NA
"3813",2021-05-01,NA,NA,37075,NA,NA,NA,NA,NA,NA,NA,34,0,0,0,NA,NA
"3814",2021-05-01,NA,NA,37095,NA,NA,NA,NA,NA,NA,NA,4,1,0,0,NA,NA
"3815",2021-05-01,NA,NA,37103,NA,NA,NA,NA,NA,NA,NA,60,9,0,0,NA,NA
"3816",2021-05-01,NA,NA,37121,NA,NA,NA,NA,NA,NA,NA,69,0,0,0,NA,NA
"3817",2021-05-01,NA,NA,37131,NA,NA,NA,NA,NA,NA,NA,28,1,0,0,NA,NA
"3818",2021-05-01,NA,NA,37137,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,NA,NA
"3819",2021-05-01,NA,NA,37143,NA,NA,NA,NA,NA,NA,NA,35,2,0,0,NA,NA
"3820",2021-05-01,NA,NA,37173,NA,NA,NA,NA,NA,NA,NA,14,0,0,0,NA,NA
"3821",2021-05-01,NA,NA,37177,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,NA,NA
"3822",2021-05-01,NA,NA,37185,NA,NA,NA,NA,NA,NA,NA,26,0,0,0,NA,NA
"3823",2021-05-01,NA,NA,37187,NA,NA,NA,NA,NA,NA,NA,59,0,1,1,NA,NA
"3824",2021-05-01,NA,NA,37199,NA,NA,NA,NA,NA,NA,NA,48,0,1,2,NA,NA
"3825",2021-06-01,NA,NA,37005,NA,NA,NA,NA,NA,NA,NA,24,0,0,0,NA,NA
"3826",2021-06-01,NA,NA,37011,NA,NA,NA,NA,NA,NA,NA,11,1,0,0,NA,NA
"3827",2021-06-01,NA,NA,37015,NA,NA,NA,NA,NA,NA,NA,12,1,0,0,NA,NA
"3828",2021-06-01,NA,NA,37029,NA,NA,NA,NA,NA,NA,NA,16,1,0,0,NA,NA
"3829",2021-06-01,NA,NA,37041,NA,NA,NA,NA,NA,NA,NA,8,11,0,0,NA,NA
"3830",2021-06-01,NA,NA,37043,NA,NA,NA,NA,NA,NA,NA,111,1,0,0,NA,NA
"3831",2021-06-01,NA,NA,37053,NA,NA,NA,NA,NA,NA,NA,5,0,0,1,NA,NA
"3832",2021-06-01,NA,NA,37073,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,NA,NA
"3833",2021-06-01,NA,NA,37075,NA,NA,NA,NA,NA,NA,NA,51,1,0,0,NA,NA
"3834",2021-06-01,NA,NA,37095,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,NA,NA
"3835",2021-06-01,NA,NA,37103,NA,NA,NA,NA,NA,NA,NA,24,0,0,0,NA,NA
"3836",2021-06-01,NA,NA,37115,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,NA,NA
"3837",2021-06-01,NA,NA,37121,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,NA,NA
"3838",2021-06-01,NA,NA,37131,NA,NA,NA,NA,NA,NA,NA,12,2,0,0,NA,NA
"3839",2021-06-01,NA,NA,37137,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,NA,NA
"3840",2021-06-01,NA,NA,37143,NA,NA,NA,NA,NA,NA,NA,14,0,0,0,NA,NA
"3841",2021-06-01,NA,NA,37149,NA,NA,NA,NA,NA,NA,NA,9,1,0,0,NA,NA
"3842",2021-06-01,NA,NA,37173,NA,NA,NA,NA,NA,NA,NA,-6,0,0,0,NA,NA
"3843",2021-06-01,NA,NA,37177,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,NA,NA
"3844",2021-06-01,NA,NA,37185,NA,NA,NA,NA,NA,NA,NA,13,0,0,0,NA,NA
"3845",2021-06-01,NA,NA,37187,NA,NA,NA,NA,NA,NA,NA,26,1,0,0,NA,NA
"3846",2021-06-01,NA,NA,37199,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,NA,NA
"3847",2021-07-01,NA,NA,37005,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,NA,NA
"3848",2021-07-01,NA,NA,37011,NA,NA,NA,NA,NA,NA,NA,33,0,0,0,NA,NA
"3849",2021-07-01,NA,NA,37015,NA,NA,NA,NA,NA,NA,NA,20,0,0,0,NA,NA
"3850",2021-07-01,NA,NA,37029,NA,NA,NA,NA,NA,NA,NA,9,0,0,0,NA,NA
"3851",2021-07-01,NA,NA,37041,NA,NA,NA,NA,NA,NA,NA,54,3,0,0,NA,NA
"3852",2021-07-01,NA,NA,37043,NA,NA,NA,NA,NA,NA,NA,37,-1,0,0,NA,NA
"3853",2021-07-01,NA,NA,37073,NA,NA,NA,NA,NA,NA,NA,10,0,0,0,NA,NA
"3854",2021-07-01,NA,NA,37075,NA,NA,NA,NA,NA,NA,NA,50,0,0,0,NA,NA
"3855",2021-07-01,NA,NA,37095,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA
"3856",2021-07-01,NA,NA,37103,NA,NA,NA,NA,NA,NA,NA,21,1,1,1,NA,NA
"3857",2021-07-01,NA,NA,37121,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,NA,NA
"3858",2021-07-01,NA,NA,37131,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,NA,NA
"3859",2021-07-01,NA,NA,37137,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,NA,NA
"3860",2021-07-01,NA,NA,37143,NA,NA,NA,NA,NA,NA,NA,18,0,0,0,NA,NA
"3861",2021-07-01,NA,NA,37173,NA,NA,NA,NA,NA,NA,NA,28,0,0,0,NA,NA
"3862",2021-07-01,NA,NA,37177,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,NA,NA
"3863",2021-07-01,NA,NA,37185,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,NA,NA
"3864",2021-07-01,NA,NA,37187,NA,NA,NA,NA,NA,NA,NA,9,0,0,0,NA,NA
"3865",2021-07-01,NA,NA,37199,NA,NA,NA,NA,NA,NA,NA,62,0,0,0,NA,NA
"3866",2021-08-01,NA,NA,37005,NA,NA,NA,NA,NA,NA,NA,103,0,0,0,NA,NA
"3867",2021-08-01,NA,NA,37011,NA,NA,NA,NA,NA,NA,NA,126,1,2,2,NA,NA
"3868",2021-08-01,NA,NA,37015,NA,NA,NA,NA,NA,NA,NA,242,1,0,0,NA,NA
"3869",2021-08-01,NA,NA,37029,NA,NA,NA,NA,NA,NA,NA,96,1,0,0,NA,NA
"3870",2021-08-01,NA,NA,37041,NA,NA,NA,NA,NA,NA,NA,233,0,1,1,NA,NA
"3871",2021-08-01,NA,NA,37043,NA,NA,NA,NA,NA,NA,NA,236,2,0,0,NA,NA
"3872",2021-08-01,NA,NA,37073,NA,NA,NA,NA,NA,NA,NA,89,0,0,0,NA,NA
"3873",2021-08-01,NA,NA,37075,NA,NA,NA,NA,NA,NA,NA,219,4,0,1,NA,NA
"3874",2021-08-01,NA,NA,37095,NA,NA,NA,NA,NA,NA,NA,55,0,0,0,NA,NA
"3875",2021-08-01,NA,NA,37103,NA,NA,NA,NA,NA,NA,NA,102,0,0,0,NA,NA
"3876",2021-08-01,NA,NA,37121,NA,NA,NA,NA,NA,NA,NA,183,0,6,6,NA,NA
"3877",2021-08-01,NA,NA,37131,NA,NA,NA,NA,NA,NA,NA,179,1,0,0,NA,NA
"3878",2021-08-01,NA,NA,37137,NA,NA,NA,NA,NA,NA,NA,154,1,0,0,NA,NA
"3879",2021-08-01,NA,NA,37143,NA,NA,NA,NA,NA,NA,NA,146,-1,0,0,NA,NA
"3880",2021-08-01,NA,NA,37173,NA,NA,NA,NA,NA,NA,NA,250,3,1,1,NA,NA
"3881",2021-08-01,NA,NA,37177,NA,NA,NA,NA,NA,NA,NA,101,0,0,0,NA,NA
"3882",2021-08-01,NA,NA,37185,NA,NA,NA,NA,NA,NA,NA,138,0,0,0,NA,NA
"3883",2021-08-01,NA,NA,37187,NA,NA,NA,NA,NA,NA,NA,154,0,3,3,NA,NA
"3884",2021-08-01,NA,NA,37199,NA,NA,NA,NA,NA,NA,NA,493,0,1,1,NA,NA
"3885",2021-09-01,NA,NA,37005,NA,NA,NA,NA,NA,NA,NA,323,0,0,3,NA,NA
"3886",2021-09-01,NA,NA,37011,NA,NA,NA,NA,NA,NA,NA,253,10,2,2,NA,NA
"3887",2021-09-01,NA,NA,37015,NA,NA,NA,NA,NA,NA,NA,303,3,1,1,NA,NA
"3888",2021-09-01,NA,NA,37029,NA,NA,NA,NA,NA,NA,NA,226,1,0,0,NA,NA
"3889",2021-09-01,NA,NA,37041,NA,NA,NA,NA,NA,NA,NA,406,3,1,1,NA,NA
"3890",2021-09-01,NA,NA,37043,NA,NA,NA,NA,NA,NA,NA,332,14,2,4,NA,NA
"3891",2021-09-01,NA,NA,37073,NA,NA,NA,NA,NA,NA,NA,133,3,0,0,NA,NA
"3892",2021-09-01,NA,NA,37075,NA,NA,NA,NA,NA,NA,NA,327,7,0,0,NA,NA
"3893",2021-09-01,NA,NA,37095,NA,NA,NA,NA,NA,NA,NA,80,2,1,1,NA,NA
"3894",2021-09-01,NA,NA,37103,NA,NA,NA,NA,NA,NA,NA,225,0,1,2,NA,NA
"3895",2021-09-01,NA,NA,37121,NA,NA,NA,NA,NA,NA,NA,216,2,12,12,NA,NA
"3896",2021-09-01,NA,NA,37131,NA,NA,NA,NA,NA,NA,NA,370,0,0,0,NA,NA
"3897",2021-09-01,NA,NA,37137,NA,NA,NA,NA,NA,NA,NA,302,5,1,2,NA,NA
"3898",2021-09-01,NA,NA,37143,NA,NA,NA,NA,NA,NA,NA,230,0,1,1,NA,NA
"3899",2021-09-01,NA,NA,37173,NA,NA,NA,NA,NA,NA,NA,338,1,5,5,NA,NA
"3900",2021-09-01,NA,NA,37177,NA,NA,NA,NA,NA,NA,NA,74,0,0,0,NA,NA
"3901",2021-09-01,NA,NA,37185,NA,NA,NA,NA,NA,NA,NA,275,7,0,0,NA,NA
"3902",2021-09-01,NA,NA,37187,NA,NA,NA,NA,NA,NA,NA,189,2,2,2,NA,NA
"3903",2021-09-01,NA,NA,37199,NA,NA,NA,NA,NA,NA,NA,452,1,3,3,NA,NA
"3904",2021-10-01,NA,NA,37005,NA,NA,NA,NA,NA,NA,NA,81,1,0,0,NA,NA
"3905",2021-10-01,NA,NA,37011,NA,NA,NA,NA,NA,NA,NA,172,4,0,0,NA,NA
"3906",2021-10-01,NA,NA,37015,NA,NA,NA,NA,NA,NA,NA,116,3,0,0,NA,NA
"3907",2021-10-01,NA,NA,37029,NA,NA,NA,NA,NA,NA,NA,118,0,0,0,NA,NA
"3908",2021-10-01,NA,NA,37041,NA,NA,NA,NA,NA,NA,NA,116,2,2,2,NA,NA
"3909",2021-10-01,NA,NA,37043,NA,NA,NA,NA,NA,NA,NA,145,2,1,1,NA,NA
"3910",2021-10-01,NA,NA,37073,NA,NA,NA,NA,NA,NA,NA,103,3,0,0,NA,NA
"3911",2021-10-01,NA,NA,37075,NA,NA,NA,NA,NA,NA,NA,68,4,1,1,NA,NA
"3912",2021-10-01,NA,NA,37095,NA,NA,NA,NA,NA,NA,NA,18,1,1,1,NA,NA
"3913",2021-10-01,NA,NA,37103,NA,NA,NA,NA,NA,NA,NA,100,5,1,1,NA,NA
"3914",2021-10-01,NA,NA,37121,NA,NA,NA,NA,NA,NA,NA,174,3,2,2,NA,NA
"3915",2021-10-01,NA,NA,37131,NA,NA,NA,NA,NA,NA,NA,124,3,0,0,NA,NA
"3916",2021-10-01,NA,NA,37137,NA,NA,NA,NA,NA,NA,NA,120,7,0,0,NA,NA
"3917",2021-10-01,NA,NA,37143,NA,NA,NA,NA,NA,NA,NA,127,4,1,1,NA,NA
"3918",2021-10-01,NA,NA,37173,NA,NA,NA,NA,NA,NA,NA,141,2,1,3,NA,NA
"3919",2021-10-01,NA,NA,37177,NA,NA,NA,NA,NA,NA,NA,39,1,0,0,NA,NA
"3920",2021-10-01,NA,NA,37185,NA,NA,NA,NA,NA,NA,NA,138,4,1,1,NA,NA
"3921",2021-10-01,NA,NA,37187,NA,NA,NA,NA,NA,NA,NA,102,3,2,2,NA,NA
"3922",2021-10-01,NA,NA,37199,NA,NA,NA,NA,NA,NA,NA,174,3,0,0,NA,NA
"3923",2021-11-01,NA,NA,37005,NA,NA,NA,NA,NA,NA,NA,193,0,0,0,NA,NA
"3924",2021-11-01,NA,NA,37011,NA,NA,NA,NA,NA,NA,NA,117,3,0,0,NA,NA
"3925",2021-11-01,NA,NA,37015,NA,NA,NA,NA,NA,NA,NA,72,1,0,0,NA,NA
"3926",2021-11-01,NA,NA,37029,NA,NA,NA,NA,NA,NA,NA,81,0,1,1,NA,NA
"3927",2021-11-01,NA,NA,37041,NA,NA,NA,NA,NA,NA,NA,73,1,1,1,NA,NA
"3928",2021-11-01,NA,NA,37043,NA,NA,NA,NA,NA,NA,NA,44,2,0,0,NA,NA
"3929",2021-11-01,NA,NA,37073,NA,NA,NA,NA,NA,NA,NA,49,-1,0,0,NA,NA
"3930",2021-11-01,NA,NA,37075,NA,NA,NA,NA,NA,NA,NA,30,0,0,0,NA,NA
"3931",2021-11-01,NA,NA,37095,NA,NA,NA,NA,NA,NA,NA,31,0,0,0,NA,NA
"3932",2021-11-01,NA,NA,37103,NA,NA,NA,NA,NA,NA,NA,36,1,0,0,NA,NA
"3933",2021-11-01,NA,NA,37121,NA,NA,NA,NA,NA,NA,NA,106,1,0,0,NA,NA
"3934",2021-11-01,NA,NA,37131,NA,NA,NA,NA,NA,NA,NA,30,1,0,0,NA,NA
"3935",2021-11-01,NA,NA,37137,NA,NA,NA,NA,NA,NA,NA,41,0,0,0,NA,NA
"3936",2021-11-01,NA,NA,37143,NA,NA,NA,NA,NA,NA,NA,131,0,0,1,NA,NA
"3937",2021-11-01,NA,NA,37173,NA,NA,NA,NA,NA,NA,NA,99,4,0,0,NA,NA
"3938",2021-11-01,NA,NA,37177,NA,NA,NA,NA,NA,NA,NA,33,0,0,0,NA,NA
"3939",2021-11-01,NA,NA,37185,NA,NA,NA,NA,NA,NA,NA,76,2,0,0,NA,NA
"3940",2021-11-01,NA,NA,37187,NA,NA,NA,NA,NA,NA,NA,49,0,1,1,NA,NA
"3941",2021-11-01,NA,NA,37199,NA,NA,NA,NA,NA,NA,NA,201,3,1,1,NA,NA
"3942",2021-12-01,NA,NA,37005,NA,NA,NA,NA,NA,NA,NA,270,1,2,2,NA,NA
"3943",2021-12-01,NA,NA,37011,NA,NA,NA,NA,NA,NA,NA,267,0,1,1,NA,NA
"3944",2021-12-01,NA,NA,37015,NA,NA,NA,NA,NA,NA,NA,126,1,0,0,NA,NA
"3945",2021-12-01,NA,NA,37029,NA,NA,NA,NA,NA,NA,NA,89,1,1,1,NA,NA
"3946",2021-12-01,NA,NA,37041,NA,NA,NA,NA,NA,NA,NA,143,1,1,1,NA,NA
"3947",2021-12-01,NA,NA,37043,NA,NA,NA,NA,NA,NA,NA,63,0,0,0,NA,NA
"3948",2021-12-01,NA,NA,37073,NA,NA,NA,NA,NA,NA,NA,86,0,0,0,NA,NA
"3949",2021-12-01,NA,NA,37075,NA,NA,NA,NA,NA,NA,NA,103,0,0,0,NA,NA
"3950",2021-12-01,NA,NA,37095,NA,NA,NA,NA,NA,NA,NA,31,0,0,0,NA,NA
"3951",2021-12-01,NA,NA,37103,NA,NA,NA,NA,NA,NA,NA,51,3,0,0,NA,NA
"3952",2021-12-01,NA,NA,37121,NA,NA,NA,NA,NA,NA,NA,202,2,6,6,NA,NA
"3953",2021-12-01,NA,NA,37131,NA,NA,NA,NA,NA,NA,NA,128,0,1,1,NA,NA
"3954",2021-12-01,NA,NA,37137,NA,NA,NA,NA,NA,NA,NA,63,0,0,0,NA,NA
"3955",2021-12-01,NA,NA,37143,NA,NA,NA,NA,NA,NA,NA,125,1,0,0,NA,NA
"3956",2021-12-01,NA,NA,37173,NA,NA,NA,NA,NA,NA,NA,218,1,2,3,NA,NA
"3957",2021-12-01,NA,NA,37177,NA,NA,NA,NA,NA,NA,NA,33,0,0,0,NA,NA
"3958",2021-12-01,NA,NA,37185,NA,NA,NA,NA,NA,NA,NA,226,3,0,0,NA,NA
"3959",2021-12-01,NA,NA,37187,NA,NA,NA,NA,NA,NA,NA,87,2,2,2,NA,NA
"3960",2021-12-01,NA,NA,37199,NA,NA,NA,NA,NA,NA,NA,448,1,1,1,NA,NA
"3961",2022-01-01,NA,NA,37005,NA,NA,NA,NA,NA,NA,NA,579,4,5,5,NA,NA
"3962",2022-01-01,NA,NA,37011,NA,NA,NA,NA,NA,NA,NA,831,0,0,0,NA,NA
"3963",2022-01-01,NA,NA,37015,NA,NA,NA,NA,NA,NA,NA,1332,5,2,3,NA,NA
"3964",2022-01-01,NA,NA,37029,NA,NA,NA,NA,NA,NA,NA,356,0,0,1,NA,NA
"3965",2022-01-01,NA,NA,37041,NA,NA,NA,NA,NA,NA,NA,1437,4,13,13,NA,NA
"3966",2022-01-01,NA,NA,37043,NA,NA,NA,NA,NA,NA,NA,587,0,1,2,NA,NA
"3967",2022-01-01,NA,NA,37073,NA,NA,NA,NA,NA,NA,NA,494,1,0,2,NA,NA
"3968",2022-01-01,NA,NA,37075,NA,NA,NA,NA,NA,NA,NA,589,2,1,1,NA,NA
"3969",2022-01-01,NA,NA,37095,NA,NA,NA,NA,NA,NA,NA,313,1,0,0,NA,NA
"3970",2022-01-01,NA,NA,37103,NA,NA,NA,NA,NA,NA,NA,594,0,1,1,NA,NA
"3971",2022-01-01,NA,NA,37121,NA,NA,NA,NA,NA,NA,NA,619,4,14,14,NA,NA
"3972",2022-01-01,NA,NA,37131,NA,NA,NA,NA,NA,NA,NA,1302,2,2,4,NA,NA
"3973",2022-01-01,NA,NA,37137,NA,NA,NA,NA,NA,NA,NA,588,1,0,0,NA,NA
"3974",2022-01-01,NA,NA,37143,NA,NA,NA,NA,NA,NA,NA,700,1,1,1,NA,NA
"3975",2022-01-01,NA,NA,37173,NA,NA,NA,NA,NA,NA,NA,738,4,1,2,NA,NA
"3976",2022-01-01,NA,NA,37177,NA,NA,NA,NA,NA,NA,NA,291,0,0,0,NA,NA
"3977",2022-01-01,NA,NA,37185,NA,NA,NA,NA,NA,NA,NA,1222,2,1,1,NA,NA
"3978",2022-01-01,NA,NA,37187,NA,NA,NA,NA,NA,NA,NA,1053,3,0,1,NA,NA
"3979",2022-01-01,NA,NA,37199,NA,NA,NA,NA,NA,NA,NA,928,9,3,3,NA,NA
"3980",2022-02-01,NA,NA,37005,NA,NA,NA,NA,NA,NA,NA,265,1,2,2,NA,NA
"3981",2022-02-01,NA,NA,37011,NA,NA,NA,NA,NA,NA,NA,415,2,0,0,NA,NA
"3982",2022-02-01,NA,NA,37015,NA,NA,NA,NA,NA,NA,NA,196,6,1,1,NA,NA
"3983",2022-02-01,NA,NA,37029,NA,NA,NA,NA,NA,NA,NA,17,0,0,0,NA,NA
"3984",2022-02-01,NA,NA,37041,NA,NA,NA,NA,NA,NA,NA,153,6,6,6,NA,NA
"3985",2022-02-01,NA,NA,37043,NA,NA,NA,NA,NA,NA,NA,261,1,4,4,NA,NA
"3986",2022-02-01,NA,NA,37073,NA,NA,NA,NA,NA,NA,NA,114,0,0,0,NA,NA
"3987",2022-02-01,NA,NA,37075,NA,NA,NA,NA,NA,NA,NA,198,0,0,0,NA,NA
"3988",2022-02-01,NA,NA,37095,NA,NA,NA,NA,NA,NA,NA,97,0,0,0,NA,NA
"3989",2022-02-01,NA,NA,37103,NA,NA,NA,NA,NA,NA,NA,159,0,0,0,NA,NA
"3990",2022-02-01,NA,NA,37121,NA,NA,NA,NA,NA,NA,NA,260,5,7,7,NA,NA
"3991",2022-02-01,NA,NA,37131,NA,NA,NA,NA,NA,NA,NA,224,10,0,0,NA,NA
"3992",2022-02-01,NA,NA,37137,NA,NA,NA,NA,NA,NA,NA,165,0,1,1,NA,NA
"3993",2022-02-01,NA,NA,37143,NA,NA,NA,NA,NA,NA,NA,178,0,1,1,NA,NA
"3994",2022-02-01,NA,NA,37173,NA,NA,NA,NA,NA,NA,NA,378,2,2,2,NA,NA
